cpg,chr,pos,t,P.Value,adj_pval,UCSC_RefGene_Name,Relation_to_Island
cg16997364,chr19,39755575,6.242011297983708,1.7730423266912996e-9,8.372447710022452e-4,,Island
cg14939082,chr10,104535990,6.240003428007225,1.7929170351417448e-9,8.466279744131779e-4,C10orf26;C10orf26;C10orf26,OpenSea
cg18311537,chr7,27209195,6.239833119849257,1.794612824209105e-9,8.474269432684847e-4,MIR196B,Island
cg11201447,chr8,128808063,-6.238882758076224,1.8041046470806168e-9,8.519072348747026e-4,MIR1204;PVT1,S_Shore
cg06154060,chr10,98347412,6.238394786121669,1.8089974095372178e-9,8.542158127731123e-4,TM9SF3,S_Shore
cg26983710,chr2,154728202,6.237889124647432,1.8140812596099513e-9,8.566146130315978e-4,GALNT13,Island
cg15703690,chr7,22766992,6.231298358815193,1.88163835937493e-9,8.885133965735607e-4,IL6,OpenSea
cg26477488,chr5,153858936,6.227834711713953,1.918123732860271e-9,9.057399447803528e-4,HAND1,Island
cg19589396,chr8,103937374,-6.2256100778049195,1.9419222758935103e-9,9.169756986769156e-4,,OpenSea
cg26239984,chr7,1278428,6.225379870181686,1.9444014337851454e-9,9.181444126319119e-4,,Island
cg12762413,chr1,228873420,-6.22532827454088,1.9449575042138143e-9,9.184050435747547e-4,RHOU,S_Shore
cg26242531,chr14,104190678,6.224906888448986,1.9495048172544096e-9,9.205503261930805e-4,ZFYVE21,N_Shelf
cg09226262,chr19,46319145,6.223210229746189,1.967919664169448e-9,9.292437937421566e-4,SYMPK;RSPH6A,Island
cg14319235,chr1,79472282,6.219001547797023,2.0143379691633305e-9,9.511603173490788e-4,ELTD1,Island
cg27638126,chr7,15725322,6.217322131119151,2.0331585456061233e-9,9.600452662839378e-4,MEOX2,OpenSea
cg11116300,chr14,101515879,-6.215007572367625,2.0593795583975287e-9,9.724246118184043e-4,MIR655,OpenSea
cg17071868,chr6,33047056,-6.21471095370022,2.0627637327075957e-9,9.740205324746651e-4,HLA-DPB1,N_Shore
cg25261377,chr6,30313517,6.2128777488089275,2.0838003228886425e-9,9.83951758265111e-4,RPP21,S_Shore
cg10219995,chr6,51359431,-6.21198874620496,2.094077447910387e-9,9.888024301288056e-4,,OpenSea
cg16408820,chr8,134165361,-6.206602182031151,2.157418183128319e-9,0.0010187091344731778,,OpenSea
cg05780139,chr17,37008512,-6.206505746008079,2.158569111070202e-9,0.0010192504314180165,RPL23,N_Shore
cg18405341,chr22,39918625,-6.205374348464133,2.1721169311190826e-9,0.0010256453773543263,ATF4;ATF4,S_Shore
cg22004069,chr19,5585648,6.204670523080012,2.1805868228253484e-9,0.00102964256952261,,N_Shelf
cg26196424,chr14,58615960,-6.202792087509448,2.2033508165324595e-9,0.0010403892053043795,C14orf37,N_Shelf
cg14368473,chr9,123694717,-6.201294301329444,2.221668570563601e-9,0.0010490363523230034,,S_Shelf
cg09864227,chr1,1008207,-6.201214857918284,2.2226443100931704e-9,0.0010494948582727235,,N_Shelf
cg07792478,chr8,65290484,6.201177357511608,2.2231050432910522e-9,0.0010497101855512557,MIR124-2,Island
cg26636193,chr5,146889265,6.200845922148289,2.227181156697528e-9,0.0010516326257505955,,Island
cg01135315,chr16,1670311,-6.197938398089988,2.263254244381518e-9,0.0010686633891120651,CRAMP1L,OpenSea
cg11017318,chr14,62279992,6.1967287016469275,2.2784307785217866e-9,0.0010758271665716388,,Island
cg05901447,chr5,176811016,-6.195724347537167,2.2911068583919684e-9,0.0010818102541818029,SLC34A1;SLC34A1,OpenSea
cg19761848,chr2,237076815,6.195710236525137,2.2912854465333283e-9,0.0010818922882877675,GBX2,Island
cg00960552,chr1,116380946,6.191845089644212,2.3407195117540884e-9,0.0011052315761819985,NHLH2;NHLH2,Island
cg10383019,chr11,8103101,6.191494844646044,2.3452503283249803e-9,0.0011073685737768475,TUB;TUB,S_Shore
cg03365733,chr6,100055662,6.190883488380567,2.3531795118450955e-9,0.001111110182825946,PRDM13,Island
cg11987068,chr15,77900788,-6.187936397905637,2.3917727149928533e-9,0.0011293304981563205,,OpenSea
cg05953100,chr16,49309238,6.187717151871611,2.39466847359085e-9,0.001130695402512339,,Island
cg19593285,chr20,32267661,-6.18629637443269,2.4135172437697816e-9,0.0011395928505080215,E2F1,S_Shelf
cg17465616,chr1,16544220,6.184632868061805,2.4357709406887935e-9,0.0011500979650650276,,Island
cg26124980,chr4,94749890,6.184312938596814,2.440073812179634e-9,0.0011521272118230456,ATOH1,Island
cg23640925,chr1,110599679,-6.182912953899409,2.4589905697223315e-9,0.0011610566593246538,,OpenSea
cg19035792,chr22,38382245,6.1791606404674075,2.5104036628953473e-9,0.0011853297662983075,,S_Shelf
cg22377043,chr15,43809486,6.1771360869203376,2.538579333026079e-9,0.0011986308493575914,MAP1A,OpenSea
cg13000912,chr6,100056060,6.173627571175925,2.588142610843179e-9,0.0012220303558487695,PRDM13,S_Shore
cg05608777,chr10,128594144,6.170601041470671,2.631657640999147e-9,0.0012425739984047214,DOCK1,Island
cg17602444,chr7,644819,-6.170522086807334,2.632802379104833e-9,0.0012431118697252754,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,N_Shore
cg22563815,chr15,78856949,6.167303735045822,2.679881671946815e-9,0.001265338289989752,CHRNA5,N_Shore
cg15159104,chr15,43809865,6.167194901734837,2.68148805790742e-9,0.0012660940829096253,MAP1A;MAP1A,OpenSea
cg15316716,chr8,21769797,-6.1662730185860175,2.695132991730927e-9,0.0012725339933756744,DOK2,Island
cg20458044,chr17,57904327,-6.1636539521307645,2.7342703391204917e-9,0.0012910103490487922,TMEM49,OpenSea
cg02743070,chr10,80834309,-6.162756329855621,2.7478113882886428e-9,0.001297401129471589,ZMIZ1,S_Shelf
cg02829688,chr1,119527008,6.1612254118258445,2.7710576953960184e-9,0.0013083742882850978,TBX15,Island
cg06505619,chr16,698072,-6.160042401285011,2.7891530150480632e-9,0.0013169153309730334,WDR90;FAM195A,N_Shore
cg00817377,chr7,73441057,-6.1600248706466045,2.789422031896016e-9,0.0013170395594698635,ELN;ELN;ELN;ELN;ELN,OpenSea
cg08958747,chr16,2203176,-6.159180225564915,2.8024137081595825e-9,0.0013231708419623796,RAB26,N_Shelf
cg15278374,chr12,131576088,-6.154590806327588,2.874047215380533e-9,0.0013569900148835648,GPR133,S_Shelf
cg06889086,chr7,55638230,-6.153929955055036,2.884508661928619e-9,0.0013619265337469213,VOPP1,N_Shore
cg19951663,chr5,134871634,6.153693810248756,2.8882559324064003e-9,0.0013636929267416143,NEUROG1;NEUROG1,Island
cg02538248,chr16,75045643,-6.153088096268685,2.8978895345686583e-9,0.001368238543746592,ZNRF1,OpenSea
cg26289788,chr3,8818056,-6.151884158947654,2.9171311366671664e-9,0.001377320549046266,,OpenSea
cg08859215,chr17,66573573,-6.151625501062229,2.921281366390372e-9,0.0013792771545784815,FAM20A,OpenSea
cg24173182,chr17,1961286,6.15115040746356,2.9289194317560656e-9,0.001382880522945331,HIC1;HIC1,Island
cg05952498,chr6,31545257,-6.1506339677663036,2.937244403986067e-9,0.0013868081963644056,TNF,N_Shelf
cg06635952,chr2,70025869,6.15011899206538,2.945568851470431e-9,0.0013907356053775065,ANXA4,OpenSea
cg26938272,chr21,38070671,6.145820014858261,3.0159682010876976e-9,0.0014239712903343499,SIM2;SIM2,Island
cg06338710,chr1,92946187,-6.140974001677159,3.0973023257946103e-9,0.0014623696120076447,GFI1;GFI1;GFI1,Island
cg06240690,chr2,158114069,6.139912313504554,3.1154061915317357e-9,0.0014709141100821767,GALNT5,OpenSea
cg01909364,chr17,41739926,-6.139388805042054,3.1243711441128646e-9,0.001475143716352592,MEOX1;MEOX1;MEOX1,OpenSea
cg04945379,chr16,10970200,-6.139231363321827,3.1270722325362105e-9,0.0014764158838696463,CIITA,N_Shelf
cg03246914,chr20,57596113,-6.138583270682635,3.1382150868436746e-9,0.0014816737328872858,TUBB1,N_Shelf
cg01397513,chr16,85670135,-6.137112795162107,3.1636418183544316e-9,0.0014936755208342246,KIAA0182;KIAA0182,Island
cg22575603,chr10,43332329,6.135704130933332,3.188188892687829e-9,0.0015052619392269535,,N_Shore
cg20069688,chr6,31941049,-6.135250762075894,3.196128800871197e-9,0.0015090074675281236,STK19;STK19;DOM3Z;STK19,S_Shore
cg18653372,chr6,112647973,-6.134963023842399,3.201178039487314e-9,0.001511388193673343,,OpenSea
cg16532262,chr12,53190908,-6.132911310256708,3.237408691822491e-9,0.00152849071530492,KRT3,OpenSea
cg03801871,chr2,30453395,6.13252545684071,3.2442670905167026e-9,0.0015317255542469223,LBH,N_Shore
cg24462476,chr5,134375427,6.131495617480187,3.26264183531039e-9,0.001540397614988765,,Island
cg25625127,chr5,137977051,-6.1305027365035505,3.2804536282521963e-9,0.0015488038519603376,,OpenSea
cg10061361,chr4,122078167,6.129568999085407,3.2972912782493204e-9,0.0015567501311998517,TNIP3;TNIP3,OpenSea
cg03958038,chr10,77164227,6.127564005687603,3.3337328540573464e-9,0.0015739519586532409,C10orf41;C10orf41,Island
cg08641278,chr10,73848764,6.126127336810478,3.3600871424886595e-9,0.001586391222408886,SPOCK2;SPOCK2;SPOCK2;SPOCK2,S_Shore
cg12048617,chr6,31667581,6.125756738394647,3.3669184415830126e-9,0.001589613103069263,BAT5,N_Shelf
cg07145284,chr11,66084631,6.1247693753062515,3.3851851128890163e-9,0.0015982339066078397,CD248,S_Shore
cg13487983,chr9,137296319,6.123957805582057,3.400272158359616e-9,0.0016053534927655338,RXRA,N_Shelf
cg21929472,chr8,27527865,-6.122978145540207,3.4185717207090343e-9,0.001613989755068032,SCARA3;SCARA3,OpenSea
cg04104329,chr7,39681794,-6.122790421139021,3.4220893126162484e-9,0.001615647072540321,RALA,OpenSea
cg22398616,chr13,53314203,6.1221392611726895,3.434318279625626e-9,0.0016214172148134097,LECT1;LECT1,S_Shore
cg18295744,chr10,80872926,-6.121356259652219,3.4490799404266734e-9,0.0016283830705541814,ZMIZ1,OpenSea
cg14753356,chr6,30720108,-6.120176902056034,3.471431299777534e-9,0.0016389321452509695,,OpenSea
cg05284742,chr14,93552128,-6.119771720349296,3.4791430479445825e-9,0.0016425695366525483,ITPK1;ITPK1;ITPK1,OpenSea
cg02265922,chr1,3477168,-6.1185666862585375,3.502177501643981e-9,0.001653441037721153,MEGF6,OpenSea
cg06139341,chr12,126675719,6.117974959235366,3.513543074744255e-9,0.0016588034158190334,,Island
cg07072366,chr8,19798005,6.117537848262881,3.521962051394284e-9,0.0016627746358560639,LPL,Island
cg07894822,chr7,98870608,-6.117291199008904,3.5267213538733874e-9,0.0016650180519839342,MYH16,OpenSea
cg10943359,chr4,165304531,6.116543941114612,3.541178787992512e-9,0.0016718400823142966,MARCH1,Island
cg04181546,chr9,79631748,6.116361131190675,3.544724494561336e-9,0.001673510515300836,,Island
cg22524061,chr8,99959430,6.113377284971483,3.6030917712644457e-9,0.0017010628623152,OSR2;OSR2,N_Shore
cg23916689,chr1,25292034,-6.113371619332026,3.6032034874376494e-9,0.001701112001657676,RUNX3,OpenSea
cg19927100,chr15,68902085,-6.112540785312494,3.619622800716466e-9,0.0017088601204462506,CORO2B,OpenSea
cg05076914,chr6,168842302,6.112094502367289,3.628472664056632e-9,0.0017130346009551125,SMOC2;SMOC2,Island
cg10926554,chr6,111888540,6.11119652690211,3.6463439105658576e-9,0.0017214681309294258,TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2,OpenSea
cg18545596,chr22,40322629,6.111049431475849,3.649279564112369e-9,0.0017228504271743982,GRAP2,OpenSea
cg24142603,chr8,72753888,-6.109191687839616,3.6865551965358895e-9,0.0017404448276157726,MSC,Island
cg05299836,chr16,31119067,-6.108335199848326,3.7038659375044487e-9,0.0017486136284255377,BCKDK;BCKDK,N_Shore
cg19457263,chr2,111880964,6.107446854376696,3.7219046352309854e-9,0.0017571260659110892,BCL2L11;BCL2L11;BCL2L11,Island
cg15835747,chr8,143523387,-6.106091816147436,3.749585754106296e-9,0.0017701906832708445,,OpenSea
cg19095568,chr15,41062113,6.106080832970795,3.74981094310086e-9,0.0017702932458598024,DNAJC17;C15orf62,OpenSea
cg19980151,chr5,92914290,6.105025377796085,3.771512916092955e-9,0.0017805350192004001,FLJ42709;FLJ42709,N_Shore
cg00067018,chr12,45445370,6.102805223117104,3.8175652637160296e-9,0.0018022725610003375,DBX2,Island
cg04652645,chr10,135049999,6.097586464974751,3.927996079635953e-9,0.001854403021200054,VENTX,Island
cg00860712,chr1,203274134,-6.096308814463474,3.955504597775119e-9,0.0018673858096004382,BTG2,N_Shore
cg10837858,chr11,1569783,6.094994213004297,3.984005532251952e-9,0.0018808370597595497,HCCA2,S_Shore
cg03877174,chr17,4923126,6.094981606175267,3.984279822768736e-9,0.0018809625672098294,KIF1C,OpenSea
cg13425391,chr8,55382539,6.09384117230898,4.00916921004095e-9,0.0018927087382142823,,N_Shore
cg02890435,chr6,33130918,-6.093702616533831,4.012203469365031e-9,0.001894137184666415,COL11A2;COL11A2;COL11A2,S_Shore
cg25975805,chr17,34838641,6.092912284181597,4.029554140556484e-9,0.0019023243028777322,,Island
cg13591352,chr2,44058766,6.087802056826144,4.143528429445405e-9,0.00195612662331374,ABCG5,Island
cg06158650,chr1,119522637,6.0870717267166805,4.1600727210128126e-9,0.0019639328909356597,TBX15,Island
cg17339147,chr7,116963500,6.086892030051226,4.164153322401028e-9,0.0019658551419723014,WNT2;WNT2,Island
cg08447525,chr3,154146536,6.086513234206485,4.1727679621528664e-9,0.0019699178544847844,GPR149,Island
cg02837793,chr17,12693219,6.086254928651085,4.178652393013605e-9,0.0019726916509130066,RICH2,Island
cg05660874,chr19,2332485,6.086202652918703,4.179844268753392e-9,0.0019732501413029825,SPPL2B;SPPL2B,N_Shelf
cg09648933,chr17,62009835,6.0861814528688365,4.18032772028576e-9,0.0019734741921588234,CD79B;CD79B;CD79B,OpenSea
cg19856845,chr14,93116513,6.085227699649826,4.202134076267267e-9,0.0019837644653946324,RIN3,OpenSea
cg03559682,chr11,6439864,6.083455771430326,4.242942957805155e-9,0.002003025483292489,APBB1;APBB1,Island
cg27125849,chr17,59473674,6.078759584006682,4.352985602157632e-9,0.0020549705020233813,,Island
cg00640314,chr8,67835853,-6.078323997865699,4.363332853666629e-9,0.0020598509002246494,SNORD87;SNHG6,N_Shore
cg14646983,chr9,34602974,-6.077854306053729,4.37451725491128e-9,0.002065126480215772,,OpenSea
cg21549299,chr21,40984760,6.07785366997045,4.374532420472245e-9,0.0020651292650565372,C21orf88;C21orf88,OpenSea
cg09717923,chr16,1440498,6.074064267615069,4.465799155240339e-9,0.002108209999406704,,Island
cg27405731,chr7,101571203,6.07361035458265,4.4768557456354606e-9,0.002113425106688097,CUX1;CUX1;CUX1,OpenSea
cg24838345,chr8,125737353,-6.069280722967966,4.583674321277739e-9,0.002163847222565831,MTSS1,N_Shelf
cg05452406,chr6,10881891,6.066846517771063,4.6448212078507435e-9,0.0021927086165173474,GCM2,Island
cg11441704,chr21,45145759,6.065571223967894,4.677174379360034e-9,0.002207977095136388,PDXK,N_Shelf
cg12954334,chr12,122716170,-6.063564909451832,4.72851990178415e-9,0.0022322113041148505,VPS33A,OpenSea
cg15417798,chr19,14260651,6.0615951147057014,4.779467356310967e-9,0.0022562574932957873,LPHN1;LPHN1,N_Shore
cg26913669,chr1,103574958,-6.060472956920545,4.80873103529462e-9,0.002270067277293602,COL11A1;COL11A1;COL11A1;COL11A1,OpenSea
cg19293468,chr17,1973400,-6.060095335134773,4.818618050911162e-9,0.002274729841911683,SMG6;SMG6,OpenSea
cg04587617,chr17,37907944,-6.059237718809246,4.841146397847474e-9,0.002285359980031857,,N_Shelf
cg05919376,chr17,8706377,-6.056077746945785,4.925047429930441e-9,0.002324962215199833,PIK3R6,S_Shelf
cg10601625,chr8,41570622,6.055705887892499,4.935013830558166e-9,0.0023296621089639326,ANK1;ANK1;ANK1;ANK1;ANK1,OpenSea
cg26084511,chr7,20818226,6.0554642102629455,4.941501746414687e-9,0.002332719904924742,,Island
cg10619342,chr15,65369005,6.053427900154799,4.996499661352588e-9,0.002358677609136071,LOC390594,N_Shore
cg09759719,chr2,48956876,-6.053263829626364,5.000956966101029e-9,0.0023607767502024824,GTF2A1L;LHCGR,OpenSea
cg16792800,chr13,93879361,6.051250063603771,5.055982960144574e-9,0.002386747540097688,GPC6;GPC6,Island
cg18065177,chr15,63116127,-6.05118842152647,5.057676637355518e-9,0.002387542006459958,TLN2;MIR190,OpenSea
cg07271394,chr16,54973762,6.050967994967004,5.063737619563212e-9,0.0023903981081662487,,S_Shore
cg09801824,chr10,74076930,6.0508888549063276,5.065915436289171e-9,0.0023914211067701022,,N_Shelf
cg12469001,chr7,129650050,-6.0493220103809,5.109221872028682e-9,0.0024118592769098593,,OpenSea
cg04298953,chr7,27208887,6.048025814949656,5.145321413228571e-9,0.002428895281007266,,Island
cg23331421,chr19,30866202,6.047552675711026,5.158560609874272e-9,0.002435139804376029,ZNF536,Island
cg03891590,chr10,21814313,6.047277564693506,5.1662739796484e-9,0.0024387757960108846,C10orf140,N_Shore
cg19421584,chr7,158664247,6.045611455020633,5.213228924104061e-9,0.0024609359929968666,WDR60,OpenSea
cg24949133,chr16,29093826,6.0442376747759035,5.252259247843103e-9,0.002479355239240576,RRN3P2,Island
cg10420161,chr10,102899983,6.041356924044405,5.335034736604041e-9,0.0025184244875528844,,Island
cg22510662,chr5,36202853,6.041159136562808,5.340764561114162e-9,0.0025211239333676238,C5orf33;C5orf33,OpenSea
cg26333652,chr5,2750758,6.039942252525033,5.3761499347671426e-9,0.0025378223290066994,IRX2;IRX2,Island
cg08260891,chr20,44518802,6.039366721945029,5.3929654109656e-9,0.002545754715211722,CTSA;NEURL2;CTSA;CTSA,N_Shore
cg03550727,chr6,40558786,-6.038969392748938,5.404604334643995e-9,0.0025512434761686977,,S_Shelf
cg16896079,chr12,41582362,6.0387442050662585,5.411211643638873e-9,0.0025543570451680864,PDZRN4,Island
cg21158528,chr1,211501629,-6.0372130106088555,5.456349013799546e-9,0.0025756586392660483,TRAF5;TRAF5,S_Shore
cg03519879,chr14,74227499,-6.037005587901321,5.462491796249485e-9,0.002578552864944181,C14orf43;C14orf43,S_Shore
cg26062204,chr3,150661892,-6.035230919768961,5.515325614164174e-9,0.0026034873948637418,CLRN1;CLRN1;CLRN1,OpenSea
cg25202280,chr17,79521089,6.0344263265011095,5.539443670388425e-9,0.0026148666873885037,,S_Shore
cg20385229,chr14,78175470,-6.034059530970959,5.550472753895815e-9,0.002620067360639996,ALKBH1;C14orf156,S_Shore
cg01910639,chr1,153507779,-6.032555455310531,5.595923565798453e-9,0.002641516547770199,S100A6,N_Shore
cg19314352,chr17,38501397,6.030518480673989,5.658058756283353e-9,0.0026708413714335065,RARA;RARA;RARA;RARA,Island
cg08331398,chr6,32808918,-6.030267627584904,5.665757226231785e-9,0.002674469706827678,PSMB8;PSMB8,N_Shelf
cg22665692,chr10,128593943,6.029844600579888,5.678762789887127e-9,0.0026806031873383195,DOCK1,Island
cg09700701,chr11,65816819,6.027997624412045,5.73588933473937e-9,0.0027075634656810376,GAL3ST3,S_Shore
cg02556928,chr22,37309980,-6.027825243278036,5.741249642878959e-9,0.0027100879989252983,CSF2RB,OpenSea
cg15963535,chr1,236227521,6.024165983648896,5.8562001067609886e-9,0.0027643431297951367,NID1,N_Shore
cg07544837,chr10,61122307,6.023631113730681,5.873189821793424e-9,0.0027723570307200806,FAM13C;FAM13C;FAM13C;FAM13C;FAM13C;FAM13C;FAM13C,Island
cg17316300,chr2,237381593,-6.02300214449218,5.89323023129536e-9,0.0027818109322295054,IQCA1,OpenSea
cg08697251,chr5,1489875,-6.02087740110577,5.9614254581619346e-9,0.0028139955047180106,LPCAT1,Island
cg00489401,chr5,180075875,6.020819529354318,5.963293655228242e-9,0.0028148713939583525,FLT4;FLT4,Island
cg08382774,chr10,134600491,6.019328481392773,6.01162516799693e-9,0.0028376794512999268,NKX6-2,Island
cg17254386,chr5,70897396,-6.018174448220547,6.049295433504894e-9,0.0028554549727727485,MCCC2,OpenSea
cg02423817,chr11,67203661,-6.017858891777629,6.0596360577762025e-9,0.002860330008352101,PTPRCAP,Island
cg16269431,chr4,157997367,6.016471677486078,6.10529985691978e-9,0.0028818785861619866,GLRB;GLRB;GLRB;GLRB;GLRB,Island
cg12301823,chr1,33207915,6.012565910117075,6.2356843944607055e-9,0.002943417633348498,KIAA1522,S_Shore
cg13970540,chr19,17972728,-6.012545275121798,6.2363804259670755e-9,0.002943739943327961,RPL18AP3;SNORA68;RPL18A,S_Shore
cg04831656,chr3,42054195,6.012435202500538,6.240094529742499e-9,0.002945486860496233,,N_Shore
cg07671776,chr10,105615678,6.010892827270141,6.292365990984537e-9,0.002970154056894476,SH3PXD2A,S_Shore
cg26060489,chr6,1604990,6.00903351730705,6.35594809979448e-9,0.00300016004585739,,Island
cg16526673,chr10,115510718,-6.006590371867965,6.44045172533463e-9,0.003040041344747628,C10orf81,OpenSea
cg24924936,chr1,78957203,6.006424866749662,6.446215806262544e-9,0.0030427556773036588,PTGFR;PTGFR,Island
cg05157140,chr7,1272545,6.004217406465291,6.523579717927591e-9,0.003079266622035899,UNCX,Island
cg23654127,chr10,95326313,6.0041398895322455,6.526312863617709e-9,0.003080550197884831,GPR120,Island
cg17894755,chr10,104535794,6.00399916406661,6.531277522544353e-9,0.003082887084913863,C10orf26;C10orf26,OpenSea
cg20748559,chr19,39106185,-6.003309157568569,6.555673806366923e-9,0.003094396038733702,MAP4K1;MAP4K1,N_Shelf
cg24005158,chr10,13330436,-6.001002912584256,6.6378634563430856e-9,0.0031331843950726944,PHYH;PHYH,OpenSea
cg08324925,chr5,131409159,-5.999084390288526,6.707002825193466e-9,0.003165812645536519,CSF2,OpenSea
cg03543314,chr4,124321007,5.998105215940436,6.742561162155686e-9,0.003182590006954916,SPRY1;SPRY1,S_Shore
cg04467618,chr6,134210946,5.997354843694243,6.769935385316248e-9,0.0031955042809646635,TCF21;TCF21,Island
cg00609630,chr12,123258653,5.99700541143398,6.782720045974674e-9,0.0032015320370606436,CCDC62;CCDC62;CCDC62,OpenSea
cg02594183,chr11,78365381,-5.994993589774245,6.856787171012722e-9,0.0032364858261640568,ODZ4,N_Shelf
cg22836229,chr8,49647717,5.992072243603765,6.965749720529966e-9,0.0032879104913370698,EFCAB1;EFCAB1;EFCAB1;EFCAB1;EFCAB1,Island
cg21936280,chr17,37774934,5.991254065025248,6.9965691623183916e-9,0.003302450610305904,,S_Shore
cg06594404,chr4,380396,5.9891710675457945,7.075635548766954e-9,0.003339763659737941,,Island
cg15485700,chr1,117421329,5.9885672966589505,7.098716398274198e-9,0.0033506509297166077,,OpenSea
cg10663078,chr4,154711629,5.988211675956861,7.112345450604044e-9,0.003357076839103263,SFRP2,N_Shore
cg23208590,chr22,37915795,5.987759640639384,7.129706511615664e-9,0.003365264251721663,CARD10,Island
cg13068379,chr12,132863105,5.987258997026445,7.1489828218200025e-9,0.0033743556368131503,GALNT9,S_Shore
cg24744014,chr2,11113304,-5.986472069933285,7.179385002323569e-9,0.003388698438636734,,OpenSea
cg27583220,chr16,3064377,-5.986343957001471,7.1843464790018916e-9,0.00339103309112833,CLDN9;CLDN9,S_Shore
cg04215475,chr10,135049991,5.983437801276702,7.297799453646629e-9,0.003444575937720116,VENTX,Island
cg20889322,chr11,65196622,-5.9830462466730925,7.3132186269369514e-9,0.003451846505132868,,OpenSea
cg00491064,chr11,19681786,-5.982421551392831,7.337884729130174e-9,0.0034634815921494424,"NAV2",OpenSea
cg05651903,chr3,186543527,5.982179036409296,7.347482347169192e-9,0.0034680043203815115,,N_Shore
cg19843036,chr4,159131516,5.982067563190013,7.351898057969449e-9,0.003470081179565464,TMEM144;TMEM144,Island
cg21173447,chr21,42218964,5.982056077935746,7.352353162791752e-9,0.0034702886357782185,DSCAM;DSCAM,Island
cg20611882,chr1,68696709,5.981806495997924,7.362249690508366e-9,0.0034749524049211868,GPR177;GPR177,Island
cg22778014,chr4,109811985,-5.980376650720765,7.419198153372492e-9,0.003501824432401049,COL25A1;COL25A1,OpenSea
cg26890181,chr19,44285940,-5.9790054732748485,7.474214554332417e-9,0.003527784424357575,KCNN4,OpenSea
cg18174258,chr1,247275326,5.978806099245774,7.482247288046888e-9,0.003531568344227115,C1orf229,Island
cg23603036,chr1,12675777,5.97862354276486,7.48960985150179e-9,0.0035350359330300327,DHRS3,N_Shore
cg09636313,chr16,89070025,5.978460559756337,7.49618899694795e-9,0.0035381337408584602,,N_Shore
cg16100530,chr15,84146864,-5.976797146965746,7.563660152786159e-9,0.003569971955513539,SH3GL3;SH3GL3,OpenSea
cg16577947,chr6,168977235,-5.97657453671764,7.572734586133676e-9,0.0035742474245746476,SMOC2;SMOC2,S_Shelf
cg08965235,chr11,65325158,5.975117009242803,7.6324125451697e-9,0.0036024071323695565,LTBP3;LTBP3;LTBP3;LTBP3,Island
cg04208434,chr3,129513427,5.974573106875594,7.654800083567518e-9,0.003612966127042782,TMCC1;TMCC1,OpenSea
cg02014003,chr14,27067707,5.972012861797432,7.761047825066815e-9,0.0036631059187619856,NOVA1;NOVA1;NOVA1,S_Shore
cg05836788,chr1,6551105,5.96858186246878,7.905695210453495e-9,0.003731369553905893,PLEKHG5;PLEKHG5;PLEKHG5;PLEKHG5,Island
cg27449150,chr1,118197326,-5.967965996043315,7.931937144955444e-9,0.0037437474214246503,,OpenSea
cg03631561,chr11,57414626,5.9677342636167845,7.941833254450076e-9,0.0037484102849351104,YPEL4,Island
cg00045515,chr20,35723332,-5.965796367930676,8.025064963782698e-9,0.003787686211736085,RBL1;RBL1,N_Shore
cg24178740,chr2,219850465,5.963253684846476,8.13556698346358e-9,0.0038398330404221235,FEV,Island
cg14283802,chr8,87684132,-5.96288181144959,8.151852388647969e-9,0.0038475112903940682,CNGB3,OpenSea
cg15806304,chr10,119000083,5.9616432828163815,8.206321348798067e-9,0.003873211343884363,SLC18A2,N_Shore
cg26236235,chr2,10584541,-5.961546579954735,8.210589169374683e-9,0.0038752174549831243,ODC1,N_Shelf
cg15711727,chr1,46632465,5.96054473792851,8.254931728735803e-9,0.003896137912533538,,N_Shore
cg03604011,chr5,400201,5.960091660859701,8.275062208927702e-9,0.003905630761120861,AHRR,OpenSea
cg23242052,chr2,176947786,5.955985923439757,8.45968473210061e-9,0.003992759701433185,EVX2,Island
cg25625162,chr12,123373173,5.955887277002707,8.464169749784861e-9,0.00399486805348496,VPS37B,OpenSea
cg15552370,chr5,172117322,-5.953720085118488,8.56329112871556e-9,0.004041642203893269,NEURL1B,S_Shelf
cg24379915,chr8,29202958,-5.952278944641707,8.62983234310132e-9,0.0040730392306382165,DUSP4;DUSP4,N_Shelf
cg12107247,chr17,75759464,-5.951379772174206,8.671605344165917e-9,0.004092746245891332,,OpenSea
cg04326198,chr14,36994456,5.95109979375094,8.684652667807105e-9,0.0040988955196249195,,Island
cg08129331,chr17,78560478,5.951012152232714,8.68874080907982e-9,0.004100816310920594,RPTOR;RPTOR,OpenSea
cg15636887,chr17,38023480,-5.950850168883707,8.696301665760295e-9,0.004104376104585555,ZPBP2;ZPBP2,N_Shore
cg14658067,chr7,1273394,5.9489434927125595,8.785784106592013e-9,0.004146600167435913,UNCX,Island
cg20690125,chr17,74476978,5.948783907452008,8.793314321194047e-9,0.00415014538691667,RHBDF2;RHBDF2,S_Shore
cg07146073,chr17,29852668,-5.948357789657375,8.813452117470663e-9,0.004159640928622041,RAB11FIP4,OpenSea
cg02119348,chr16,6069731,5.947588321340211,8.849930530749275e-9,0.004176848613014551,A2BP1;A2BP1;A2BP1;A2BP1,Island
